Youtuber,Subscribers,Video Views,Category,Title,Uploads,Country,Abbreviation,Channel Type,Video Views Rank,Country Rank,Channel Type Rank,Video Views For The Last 30 Days,Lowest Monthly Earnings,Highest Monthly Earnings,Lowest Yearly Earnings,Highest Yearly Earnings,Subscribers For Last 30 Days,Created Year,Created Month,Created Date,Gross Tertiary Education Enrollment (%),Population,Unemployment Rate,Urban Population,Latitude,Longitude
Infobells Bangla,15500000,7776706184,Education,Infobells Bangla,359,India,IN,Education,687,98,32,167888000,42000.0,671600.0,503700.0,8100000.0,300000,2016,Jun,13.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Henrique e Juliano,15500000,14619523361,Music,Henrique e Juliano,325,Brazil,BR,Music,236,35,123,163678000,40900.0,654700.0,491000.0,7900000.0,0,2009,Jun,27.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Mr DegrEE,15500000,12880388253,Science & Technology,MrDegree,0,United States,US,Entertainment,4057944,5048,4453,0,0.0,0.0,0.0,0.0,10,2016,Mar,2.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Kashvi Adlakha,15500000,12714141740,Entertainment,Kashvi Adlakha,1525,India,IN,Entertainment,300,99,141,139123000,34800.0,556500.0,417400.0,6700000.0,200000,2017,Apr,9.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Talking Tom & Friends,15500000,6396049701,Entertainment,Talking Tom & Friends,417,United States,US,Film,956,146,34,27375000,6800.0,109500.0,82100.0,1300000.0,0,2010,Oct,14.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
5,15500000,4499826716,Howto & Style,   5 ,5183,Egypt,EG,Howto,1597,1,22,32916000,8200.0,131700.0,98700.0,1600000.0,100000,2017,Dec,8.0,35.2,100388073,10.76,42895824,26.820553,30.802498
Harsh Beniwal,15400000,1781226000,Comedy,Harsh Beniwal,165,India,IN,Comedy,5724,100,27,27963000,7000.0,111900.0,83900.0,1300000.0,100000,2015,May,6.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
FFUNTV,15400000,11513738907,Gaming,FFUNTV,379,United Arab Emirates,AE,Entertainment,349,6,141,80172000,20000.0,320700.0,240500.0,3800000.0,200000,2018,Jul,18.0,36.8,9770529,2.35,8479744,23.424076,53.847818
Mobile Legends Bang Bang,15400000,1543608082,Gaming,Mobile Legends Bang Bang,1647,United States,US,Games,6793,147,45,55369000,13800.0,221500.0,166100.0,2700000.0,100000,2016,Jul,14.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Roman Atwood Vlogs,15400000,5469103954,People & Blogs,Roman Atwood Vlogs,1756,United States,US,People,1201,147,42,1583000,396.0,6300.0,4700.0,76000.0,0,2013,Aug,12.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Mrwhosetheboss,15400000,3736069980,Science & Technology,Mrwhosetheboss,1577,United Kingdom,GB,Tech,2083,24,12,167697000,41900.0,670800.0,503100.0,8000000.0,400000,2011,Apr,20.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
Genierock,15400000,14564170905,Music,Genierock,1725,Thailand,TH,Music,239,11,124,82798000,20700.0,331200.0,248400.0,4000000.0,100000,2008,Mar,9.0,49.3,69625582,0.75,35294600,15.870032,100.992541
zayn,15400000,4909687948,Music,zayn,21,United States,US,Music,1401,147,124,36790000,9200.0,147200.0,110400.0,1800000.0,100000,2016,Jan,26.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Kerajinan 5-Menit,15400000,4750420071,People & Blogs,Kerajinan 5-Menit,4186,Indonesia,ID,Howto,1461,23,23,19740000,4900.0,79000.0,59200.0,947500.0,0,2018,Nov,21.0,36.3,270203917,4.69,151509724,-0.789275,113.921327
FC Barcelona,15300000,2656528205,Sports,FC Barcelona,10988,Spain,ES,Sports,3356,11,9,84867000,21200.0,339500.0,254600.0,4100000.0,200000,2006,Feb,6.0,88.9,47076781,13.96,37927409,40.463667,-3.74922
Dave and Ava - Nursery Rhymes and Baby Songs,15300000,10714145606,Education,Dave and Ava - Nursery Rhymes and Baby Songs,851,United States,US,Education,390,148,33,77053000,19300.0,308200.0,231200.0,3700000.0,0,2014,Dec,4.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
LOKESH GAMER,15300000,1640078055,Gaming,LOKESH GAMER,1397,India,IN,Games,6356,101,46,5920000,1500.0,23700.0,17800.0,284200.0,0,2017,Nov,16.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
ILYA BORZOV,15300000,9938811455,People & Blogs,ILYA BORZOV,2175,Russia,RU,People,441,8,42,475565000,118900.0,1900000.0,1400000.0,22800000.0,800000,2021,Apr,1.0,81.9,144373535,4.59,107683889,61.52401,105.318756
Mazhavil Manorama,15300000,16545966132,Entertainment,Mazhavil Manorama,87864,India,IN,Entertainment,175,100,142,361483000,90400.0,1400000.0,1100000.0,17400000.0,300000,2011,Oct,31.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Pok,15200000,857725714,People & Blogs,Pok,194,India,IN,Film,13929,100,35,65380000,16300.0,261500.0,196100.0,3100000.0,1300000,2017,Oct,15.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
The MriDul,15200000,4503880875,Comedy,The MriDul,106,India,IN,Comedy,1593,102,28,98329000,24600.0,393300.0,295000.0,4700000.0,200000,2015,Mar,14.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Niana Guerrero,15200000,1491452935,Entertainment,Niana Guerrero,443,Philippines,PH,Entertainment,7153,6,144,9980000,2500.0,39900.0,29900.0,479000.0,0,2013,Apr,11.0,35.5,108116615,2.15,50975903,12.879721,121.774017
SRK MUSIC,15200000,6391679636,Music,SRK MUSIC,5056,India,IN,Music,955,102,126,57809000,14500.0,231200.0,173400.0,2800000.0,200000,2012,Mar,16.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Sony LIV,15200000,7151683497,Entertainment,Sony LIV,11099,India,IN,Entertainment,794,102,144,210909000,52700.0,843600.0,632700.0,10100000.0,300000,2014,May,2.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
T-Series Hamaar Bhojpuri,15200000,7564652648,Entertainment,T-Series Hamaar Bhojpuri,9862,India,IN,Music,728,101,125,105978000,26500.0,423900.0,317900.0,5100000.0,200000,2011,Nov,1.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Oyuncak Av,15200000,8333387785,Entertainment,Oyuncak Av,654,Turkey,TR,Entertainment,615,5,144,4427000,1100.0,17700.0,13300.0,212500.0,0,2014,Dec,29.0,23.9,83429615,13.49,63097818,38.963745,35.243322
CNN,15200000,14198154095,News & Politics,CNN,160405,United States,US,News,247,148,16,187006000,46800.0,748000.0,561000.0,9000000.0,100000,2005,Oct,2.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
NDTV India,15200000,6624168155,News & Politics,NDTV India,91704,India,IN,News,900,101,16,49662000,12400.0,198600.0,149000.0,2400000.0,100000,2008,Jan,19.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
It's Mamix,15100000,1777072487,People & Blogs,It's Mamix,210,United States,US,People,5778,150,44,15984000,4000.0,63900.0,48000.0,767200.0,0,2017,Feb,1.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Kim Loaiza,15100000,1576633086,Music,Kim Loaiza,18,Unknown,Unknown,Music,6655,0,127,26053000,6500.0,104200.0,78200.0,1300000.0,100000,2019,Jan,18.0,0.0,0,0.0,0,,
Daftar Populer,15100000,2143140898,Education,Daftar Populer,3810,Indonesia,ID,Entertainment,4520,24,144,17231000,4300.0,68900.0,51700.0,827100.0,100000,2017,Jan,16.0,36.3,270203917,4.69,151509724,-0.789275,113.921327
Musas,15100000,2400037562,Howto & Style,Jordi Sala,159,Andorra,AD,People,3889418,504,7615,86,0.02,0.34,0.26,4.0,0,2006,Mar,12.0,0.0,0,0.0,0,,
Ranz Kyle,15100000,1760131384,People & Blogs,Ranz Kyle,533,Philippines,PH,Entertainment,5849,7,145,12376000,3100.0,49500.0,37100.0,594000.0,0,2008,Apr,27.0,35.5,108116615,2.15,50975903,12.879721,121.774017
PowerfulJRE,15100000,3060202847,People & Blogs,PowerfulJRE,1037,United States,US,People,2796,149,43,43409000,10900.0,173600.0,130200.0,2100000.0,200000,2013,Jan,12.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Mariale,15100000,2761547758,Howto & Style,Mariale,2618,United States,US,Entertainment,3241,150,145,11956000,3000.0,47800.0,35900.0,573900.0,0,2010,Jan,6.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Makiman131,15100000,4236036141,Gaming,Makiman131,2997,Spain,ES,Entertainment,1760,12,145,5972000,1500.0,23900.0,17900.0,286600.0,0,2013,Feb,12.0,88.9,47076781,13.96,37927409,40.463667,-3.74922
Hongyu ASMR,15100000,4967784343,People & Blogs,Hongyu ASMR ,1,Unknown,Unknown,People,4057925,0,7694,0,0.0,0.0,0.0,0.0,0,2021,Mar,16.0,0.0,0,0.0,0,,
Mohamed Ramadan I,15100000,5324913850,People & Blogs,Mohamed Ramadan I ,753,Egypt,EG,Entertainment,1242,2,145,46060000,11500.0,184200.0,138200.0,2200000.0,100000,2014,Oct,31.0,35.2,100388073,10.76,42895824,26.820553,30.802498
EdisonPts,15100000,6668507856,Gaming,EdisonPts,3733,Russia,RU,Games,894,10,47,95603000,23900.0,382400.0,286800.0,4600000.0,100000,2013,Jun,24.0,81.9,144373535,4.59,107683889,61.52401,105.318756
BIGBANG,15100000,7857371770,Music,BIGBANG,776,South Korea,KR,Music,680,13,127,40806000,10200.0,163200.0,122400.0,2000000.0,0,2005,Oct,10.0,94.3,51709098,4.15,42106719,35.907757,127.766922
Rub,15100000,9477021288,Comedy,Rub,921,Argentina,AR,Comedy,491,13,28,512343000,128100.0,2000000.0,1500000.0,24600000.0,700000,2016,Aug,2.0,90.0,44938712,9.79,41339571,-38.416097,-63.616672
ABS-CBN News,15100000,10489367372,News & Politics,ABS-CBN News,209520,Philippines,PH,News,404,7,17,181644000,45400.0,726600.0,544900.0,8700000.0,100000,2009,Oct,22.0,35.5,108116615,2.15,50975903,12.879721,121.774017
Chapitosiki,15100000,13897932103,Entertainment,Chapitosiki,2717,Russia,RU,Entertainment,256,9,143,713509000,178400.0,2900000.0,2100000.0,34200000.0,700000,2020,Jan,24.0,81.9,144373535,4.59,107683889,61.52401,105.318756
AdeleVEVO,15100000,12413869881,Music,AdeleVEVO,52,United Kingdom,GB,Music,309,25,127,84750000,21200.0,339000.0,254300.0,4100000.0,100000,2009,Oct,15.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
MoreAliA,15000000,4352427049,Gaming,MoreAliA,2324,United Kingdom,GB,Games,1663,25,47,250995000,62700.0,1000000.0,753000.0,12000000.0,600000,2013,May,6.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
Chetan Monga Vlogs,15000000,9924103188,People & Blogs,Chetan Monga Vlogs,899,India,IN,People,457,104,45,113572000,28400.0,454300.0,340700.0,5500000.0,400000,2014,Aug,17.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Little Angel - M,15000000,8897705695,Entertainment,Little Angel - M,795,Brazil,BR,Education,548,36,34,145478000,36400.0,581900.0,436400.0,7000000.0,0,2018,Jan,26.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
League of Legends,15000000,7159750970,Gaming,League of Legends,1362,United States,US,Games,805,151,48,43133000,10800.0,172500.0,129400.0,2100000.0,0,2009,Feb,9.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
TheRichest,15000000,2730879024,Education,Therichest,0,United States,US,Games,4057944,7692,7445,0,0.0,0.0,0.0,0.0,0,2006,May,25.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
XpressTV,15000000,4008801873,Entertainment,XpressTV,724,Mexico,MX,Entertainment,1907,26,146,33880000,8500.0,135500.0,101600.0,1600000.0,100000,2014,Nov,17.0,40.2,126014024,3.42,102626859,23.634501,-102.552784
PlayStation,15000000,4741434420,Gaming,PlayStation,20292,United States,US,Games,1469,151,48,41789000,10400.0,167200.0,125400.0,2000000.0,100000,2005,Dec,16.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Kwebbelkop,15000000,6889304306,Gaming,Kwebbelkop,5198,United States,US,Film,857,151,37,29724000,7400.0,118900.0,89200.0,1400000.0,100000,2008,Apr,2.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Republic Bharat,15000000,7536093065,News & Politics,Gyani Beast,206,India,IN,News,1145576,2573,1992,998,0.25,4.0,3.0,48.0,0,2018,Aug,16.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
THE BROWN SIBLINGS,15000000,8658553456,Entertainment,THE BROWN SIBLINGS,965,India,IN,Entertainment,577,103,145,102357000,25600.0,409400.0,307100.0,4900000.0,200000,2016,Oct,9.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Sony Music South,15000000,9978734160,Music,Sony Music South,2726,India,IN,Music,439,103,127,242185000,60500.0,968700.0,726600.0,11600000.0,300000,2014,Aug,6.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
BigSchool,15000000,9996133066,Gaming,Big School,68,Unknown,Unknown,Film,4056600,0,5289,0,0.0,0.0,0.0,0.0,0,2020,Dec,2.0,0.0,0,0.0,0,,
Ray William Johnson,15000000,10239836582,Entertainment,Ray William Johnson,1803,United States,US,Comedy,423,151,29,312858000,78200.0,1300000.0,938600.0,15000000.0,200000,2008,May,26.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
KOMPASTV,15000000,11827310821,News & Politics,KOMPASTV,269050,Indonesia,ID,News,331,25,17,113064000,28300.0,452300.0,339200.0,5400000.0,100000,2013,Aug,23.0,36.3,270203917,4.69,151509724,-0.789275,113.921327
ISSEI,15000000,13562853889,Comedy,ISSEI  ,1788,Japan,JP,Comedy,277,5,29,282372000,70600.0,1100000.0,847100.0,13600000.0,900000,2014,Jul,23.0,63.2,126226568,2.29,115782416,36.204824,138.252924
Z,15000000,11506702632,Music,Z,340,Brazil,BR,Music,347,36,128,182871000,45700.0,731500.0,548600.0,8800000.0,0,2012,Apr,3.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
A2 Motivation by Arvind Arora,15000000,8932038210,Entertainment,A2 Motivation by Arvind Arora,3168,India,IN,Entertainment,544,104,146,130731000,32700.0,522900.0,392200.0,6300000.0,200000,2017,Apr,7.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
50 Cent,14900000,10069000444,Music,50 Cent,419,United States,US,Music,435,152,129,119812000,30000.0,479200.0,359400.0,5800000.0,100000,2007,Feb,8.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
MNCTV OFFICIAL,14900000,8074260978,Entertainment,MNCTV OFFICIAL,66362,Indonesia,ID,Entertainment,639,26,146,43581000,10900.0,174300.0,130700.0,2100000.0,100000,2012,Nov,29.0,36.3,270203917,4.69,151509724,-0.789275,113.921327
ERB,14900000,4033400167,Entertainment,ERB,86,United States,US,Entertainment,1886,152,147,11043000,2800.0,44200.0,33100.0,530100.0,0,2006,Feb,8.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
melanie martinez,14900000,4395184343,Music,melanie martinez,127,United States,US,Music,1656,152,129,56358000,14100.0,225400.0,169100.0,2700000.0,100000,2007,Nov,3.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
iTownGamePlay Terror&Diversi,14900000,4977284539,Entertainment,iTownGamePlay Terror&Diversi,8420,Spain,ES,Games,1377,13,49,13857000,3500.0,55400.0,41600.0,665200.0,100000,2012,Feb,15.0,88.9,47076781,13.96,37927409,40.463667,-3.74922
8  Thai Ch8,14900000,5549770244,Entertainment,8  Thai Ch8,27944,Thailand,TH,Entertainment,1181,12,147,49556000,12400.0,198200.0,148700.0,2400000.0,100000,2011,Oct,17.0,49.3,69625582,0.75,35294600,15.870032,100.992541
ZutiGang,14900000,15913320995,People & Blogs,ZutiGang,1363,Unknown,Unknown,People,192,0,45,346653000,86700.0,1400000.0,1000000.0,16600000.0,400000,2021,Mar,5.0,0.0,0,0.0,0,,
TazerCraft,14900000,5956193599,Gaming,TazerCraft,4175,Brazil,BR,Games,1066,37,49,39775000,9900.0,159100.0,119300.0,1900000.0,100000,2011,Jul,13.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Bayashi TV,14900000,8615618825,Entertainment,BAYASHITV,93,Japan,JP,Autos,3468229,3508,3271,2477,0.62,10.0,7.0,119.0,9,2012,Nov,19.0,63.2,126226568,2.29,115782416,36.204824,138.252924
Fueled By Ramen,14800000,13356517783,Music,Fueled By Ramen,1210,United States,US,Entertainment,276,153,148,61205000,15300.0,244800.0,183600.0,2900000.0,0,2006,Jun,9.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
CrashCourse,14800000,1833519700,Education,CrashCourse,1481,United States,US,Education,5533,153,35,7177000,1800.0,28700.0,21500.0,344500.0,0,2006,May,20.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
MattyBRaps,14800000,3587576784,Music,MattyBRaps,195,United States,US,Music,2226,153,130,22980000,5700.0,91900.0,68900.0,1100000.0,0,2010,May,31.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Lachlan,14800000,5269059435,Gaming,Lachlan,3834,Australia,AU,Games,1253,7,50,21072000,5300.0,84300.0,63200.0,1000000.0,0,2013,Mar,19.0,113.1,25766605,5.27,21844756,-25.274398,133.775136
Meghan Trainor,14800000,8649303688,People & Blogs,Meghan Trainor,233,United States,US,Music,580,153,130,51645000,12900.0,206600.0,154900.0,2500000.0,0,2008,Jun,4.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Jorge & Mateus Oficial,14800000,9076642765,Music,Jorge & Mateus Oficial,318,Brazil,BR,Music,529,38,130,88120000,22000.0,352500.0,264400.0,4200000.0,0,2008,Jul,29.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Major Lazer Official,14800000,9383431376,Music,MajorLazerOfficial,0,Unknown,Unknown,Unknown,4057944,0,0,0,0.0,0.0,0.0,0.0,0,2013,Jun,14.0,0.0,0,0.0,0,,
Beast Philanthropy,14800000,272678287,People & Blogs,Beast Philanthropy,34,Germany,DE,Games,3968552,2600,4443,37883,9.0,152.0,114.0,1800.0,3580,2015,Jan,31.0,70.2,83132799,3.04,64324835,51.165691,10.451526
Filaretiki,14800000,15788208522,Unknown,Filaretiki,2222,United States,US,People,195,152,46,1203000000,300800.0,4800000.0,3600000.0,57800000.0,1700000,2021,Mar,24.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
5-Minute Crafts Recycle,14800000,8866012877,People & Blogs,5-Minute Crafts Recycle,3867,United States,US,Howto,554,153,25,53181000,13300.0,212700.0,159500.0,2600000.0,0,2019,Jun,7.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Maha Fun Tv,14700000,1321380490,Entertainment,Maha Fun Tv,85,United States,US,Entertainment,8317,154,149,4781000,1200.0,19100.0,14300.0,229500.0,0,2017,Sep,5.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Canal Nostalgia,14700000,1506796393,Entertainment,Canal Nostalgia TV,554,Spain,ES,Entertainment,325721,1549,2275,226420,57.0,906.0,679.0,10900.0,600,2010,Feb,19.0,88.9,47076781,13.96,37927409,40.463667,-3.74922
The Slow Mo Guys,14700000,2465473772,Entertainment,The Slow Mo Guys,317,United States,US,Education,3746,154,36,18978000,4700.0,75900.0,56900.0,911000.0,0,2010,Aug,15.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
StudyIQ IAS,14700000,4029253667,Education,StudyIQ IAS,43564,India,IN,Education,1879,106,36,74483000,18600.0,297900.0,223400.0,3600000.0,200000,2015,Jun,22.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Chad Wild Clay,14700000,6751985988,Comedy,Chad Wild Clay,698,United States,US,Entertainment,885,154,149,36338000,9100.0,145400.0,109000.0,1700000.0,100000,2006,Mar,26.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
CollegeHumor,14700000,7255848125,Comedy,CollegeHumor,4340,United States,US,Comedy,798,154,30,55583000,0.0,0.0,0.0,0.0,0,2006,Oct,9.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Netflix Jr.,14700000,8882319696,Education,Netflix Jr.,1996,United States,US,Education,552,154,36,79402000,19900.0,317600.0,238200.0,3800000.0,100000,2012,Jan,28.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Colors Rishtey,14700000,12362331529,Entertainment,Colors Rishtey,23490,India,IN,Entertainment,310,105,148,347603000,86900.0,1400000.0,1000000.0,16700000.0,400000,2013,Nov,28.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
ABC News,14700000,12961669452,News & Politics,ABC News,80830,United States,US,News,289,154,18,185709000,46400.0,742800.0,557100.0,8900000.0,100000,2006,Aug,7.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Camila Loures,14700000,4684983333,Music,Camila Loures,3978,Brazil,BR,Entertainment,1501,39,149,40975000,10200.0,163900.0,122900.0,2000000.0,100000,2014,May,27.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Doc Tops,14600000,2613197447,Entertainment,Doc Tops,490,Ecuador,EC,Entertainment,3458,1,150,16409000,4100.0,65600.0,49200.0,787600.0,100000,2014,Dec,29.0,44.9,17373662,3.97,11116711,-1.831239,-78.183406
Auron,14600000,3337074920,People & Blogs,Auron,961,Spain,ES,Games,2455,14,51,60568000,15100.0,242300.0,181700.0,2900000.0,0,2013,Dec,12.0,88.9,47076781,13.96,37927409,40.463667,-3.74922
Jesser,14600000,3603556207,Gaming,Jesser,1244,United States,US,Entertainment,2223,155,150,92594000,23100.0,370400.0,277800.0,4400000.0,400000,2012,Jul,9.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Planeta das G,14600000,4622581344,People & Blogs,Planeta das G,951,Brazil,BR,Entertainment,1534,40,150,10547000,2600.0,42200.0,31600.0,506300.0,0,2015,Nov,21.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
PrestonPlayz,14600000,5766647017,Gaming,Preston,4009,United States,US,Entertainment,621,78,72,151697000,37900.0,606800.0,455100.0,7300000.0,200000,2012,Jul,4.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Martin Garrix,14600000,6017932195,Music,Martin Garrix,365,United States,US,Music,1044,155,131,35528000,8900.0,142100.0,106600.0,1700000.0,0,2011,Jan,15.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
O Reino Infantil,14600000,11182302317,Music,O Reino Infantil,1206,Brazil,BR,Music,369,40,131,109865000,27500.0,439500.0,329600.0,5300000.0,100000,2014,Aug,19.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Fifth Harmony,14600000,7952268926,Music,Fifth Harmony,67,United States,US,Music,659,155,131,37632000,9400.0,150500.0,112900.0,1800000.0,0,2013,Feb,21.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Mis Pastelitos,14600000,2750902766,Howto & Style,Mis Pastelitos,603,Mexico,MX,Music,3248,27,131,50677000,12700.0,202700.0,152000.0,2400000.0,100000,2014,Jun,24.0,40.2,126014024,3.42,102626859,23.634501,-102.552784
Noman Official,14600000,5525773746,Comedy,Noman Official,560,India,IN,Film,1185,106,38,139116000,34800.0,556500.0,417300.0,6700000.0,500000,2019,Oct,28.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
LEGENDA FUNK,14500000,2440718089,Music,LegendaFUNK,0,Brazil,BR,Music,0,0,0,0,0.0,0.0,0.0,0.0,0,0,Unknown,0.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Like Nastya Stories,14500000,6944967581,Entertainment,Like Nastya Stories,479,United States,US,Entertainment,848,156,151,29941000,7500.0,119800.0,89800.0,1400000.0,0,2019,Sep,9.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
